fighter_url,dob,sig_str_acc,takedown_acc,slpm,sapm,str_def,td_avg,td_def,sub_avg,wins,losses,draws
http://ufcstats.com/fighter-details/4a76daef28549957,--,0%,0%,0.00,0.00,0%,0.00,0%,0.0,0,1,0
http://ufcstats.com/fighter-details/fc8610cc15674ae2,"Dec 29, 1997",58%,0%,3.60,2.53,55%,0.00,54%,0.0,4,2,0
http://ufcstats.com/fighter-details/f71028a6e5128856,--,37%,100%,2.04,3.35,48%,1.80,100%,0.0,3,2,1
http://ufcstats.com/fighter-details/13150cf89a5b81e0,--,53%,80%,3.53,0.40,68%,4.00,0%,0.0,3,0,0
http://ufcstats.com/fighter-details/fdb02029556ff4ed,"Feb 11, 1979",36%,31%,2.92,3.66,54%,2.45,33%,0.3,9,5,0
http://ufcstats.com/fighter-details/e69c5ce12f4e762b,"Nov 25, 1975",43%,53%,1.42,3.06,61%,2.70,25%,4.0,10,4,0
http://ufcstats.com/fighter-details/88432fe79d5091d9,"Jul 14, 1980",26%,0%,1.02,3.68,40%,0.00,0%,0.0,2,1,0
http://ufcstats.com/fighter-details/2af2d675f7d847e3,--,100%,0%,0.29,1.74,60%,0.00,0%,0.0,4,3,0
http://ufcstats.com/fighter-details/86b30a86664cb6e4,--,50%,0%,4.84,0.97,80%,0.00,66%,14.5,5,7,1
http://ufcstats.com/fighter-details/006efbb0c1621fd7,"Aug 10, 1991",39%,0%,3.64,5.33,47%,0.00,0%,0.0,8,2,0
http://ufcstats.com/fighter-details/bc7efc037c5f6550,"Dec 01, 1994",53%,42%,2.60,4.80,37%,3.00,0%,0.0,4,1,0
http://ufcstats.com/fighter-details/483b3170b3c05cf0,"Apr 04, 1986",0%,0%,0.00,0.00,0%,0.00,0%,0.0,14,5,4
http://ufcstats.com/fighter-details/8332a607df696345,"Sep 18, 1971",0%,0%,0.00,0.00,0%,0.00,0%,0.0,16,22,6
http://ufcstats.com/fighter-details/6c9384138c82962f,"Sep 27, 2000",35%,25%,1.95,2.81,55%,1.72,16%,0.0,6,2,0
http://ufcstats.com/fighter-details/33fb306278dbb3e5,"Nov 18, 1989",45%,42%,4.78,4.63,35%,3.42,0%,0.0,9,2,0
http://ufcstats.com/fighter-details/acbb9c76f5894e36,"Sep 17, 1984",59%,83%,2.40,0.60,59%,5.00,0%,2.0,5,2,0
http://ufcstats.com/fighter-details/e30715382f42b772,"Apr 15, 1990",42%,35%,0.70,3.07,34%,3.00,16%,1.0,6,5,0
http://ufcstats.com/fighter-details/ee28aa7f1043756c,"Sep 29, 1984",50%,0%,0.81,0.51,79%,0.00,0%,0.0,8,3,0
http://ufcstats.com/fighter-details/f295d50c56339ab6,"Feb 05, 1997",43%,0%,4.35,10.57,52%,0.00,50%,0.0,6,2,0
http://ufcstats.com/fighter-details/6070f16bcfd89fcf,--,0%,0%,0.00,0.00,0%,0.00,0%,0.0,4,0,0
http://ufcstats.com/fighter-details/4d2e3320d815f687,"Jul 25, 1988",44%,45%,2.99,1.41,66%,3.40,75%,0.0,9,1,0
http://ufcstats.com/fighter-details/b24666e26bd750a3,"Dec 18, 1990",39%,0%,2.10,2.30,48%,0.00,35%,0.0,13,8,1
http://ufcstats.com/fighter-details/10d4575f497face4,"Nov 28, 1989",55%,0%,6.57,8.76,47%,0.00,0%,0.0,9,2,0
http://ufcstats.com/fighter-details/7f9abc4db2d05764,"Mar 02, 1989",61%,0%,2.64,4.66,11%,0.00,100%,0.0,14,5,0
http://ufcstats.com/fighter-details/f6c1ce7cfd600662,"Sep 22, 1997",30%,16%,3.73,5.00,35%,2.00,0%,2.0,9,5,0
http://ufcstats.com/fighter-details/21632ba272c0785a,"Aug 18, 1976",0%,0%,0.00,0.00,0%,0.00,0%,0.0,20,25,0
http://ufcstats.com/fighter-details/e29cf523ebd155c5,"Sep 24, 1987",41%,55%,4.59,3.16,65%,1.52,37%,0.9,21,7,1
http://ufcstats.com/fighter-details/57591bbf1623574e,"Nov 13, 1980",38%,0%,1.11,1.52,45%,0.00,46%,0.0,18,8,1
http://ufcstats.com/fighter-details/c6668eeb261588d3,"Jun 08, 1988",0%,0%,0.00,0.00,0%,0.00,0%,0.0,11,4,0
http://ufcstats.com/fighter-details/4b1896310a907656,--,0%,0%,0.00,0.00,0%,0.00,0%,0.0,3,0,0
http://ufcstats.com/fighter-details/1ec1b6a7a29ffc71,"Dec 16, 1992",37%,0%,4.62,10.77,30%,0.00,0%,0.0,11,2,0
http://ufcstats.com/fighter-details/1c8b9f4d89b92e1b,"Jul 04, 2000",0%,0%,0.00,0.00,0%,0.00,0%,0.0,13,0,0
http://ufcstats.com/fighter-details/e71c75f533a30daa,"Mar 12, 1994",0%,0%,0.00,0.00,0%,0.00,0%,0.0,14,8,0
http://ufcstats.com/fighter-details/f372a848d250e006,"Sep 29, 1994",60%,100%,2.05,2.73,42%,10.23,0%,20.4,8,2,0
http://ufcstats.com/fighter-details/8b9197746bd3e005,"Aug 11, 1986",42%,0%,2.47,2.59,67%,0.00,0%,0.9,6,2,0
http://ufcstats.com/fighter-details/737d93a42b8c2e94,--,0%,0%,0.00,0.00,0%,0.00,0%,0.0,3,1,0
http://ufcstats.com/fighter-details/b0718335e9868cfd,"Sep 07, 1980",0%,0%,0.00,0.00,0%,0.00,0%,0.0,22,10,0
http://ufcstats.com/fighter-details/e4cbc82c36e47299,"Jan 03, 1996",0%,0%,0.00,0.00,0%,0.00,0%,0.0,8,1,0
http://ufcstats.com/fighter-details/b9c75e7fc910f587,--,0%,0%,0.00,0.00,0%,0.00,0%,0.0,6,2,0
http://ufcstats.com/fighter-details/cb1b4d237b0079e6,"May 27, 1977",40%,37%,1.45,3.83,46%,1.41,33%,3.8,7,3,0
http://ufcstats.com/fighter-details/edc9eb3051f444fa,"Oct 16, 1983",0%,0%,0.00,0.00,0%,0.00,0%,0.0,7,1,0
http://ufcstats.com/fighter-details/21b54430c8eeb9cc,"Jun 24, 1978",45%,0%,1.12,3.35,56%,0.00,20%,0.0,12,5,0
http://ufcstats.com/fighter-details/8588d14c4952b9fa,"Sep 02, 1988",0%,0%,0.00,0.00,0%,0.00,0%,0.0,8,5,0
http://ufcstats.com/fighter-details/1c01d986283e6acb,"Jan 18, 1994",46%,0%,2.47,6.20,44%,0.00,50%,0.0,8,2,0
http://ufcstats.com/fighter-details/031c06c8210e357c,"Oct 26, 2000",0%,0%,0.00,0.00,0%,0.00,0%,0.0,4,0,0
http://ufcstats.com/fighter-details/df9e9c1f65805d29,"Oct 13, 1971",50%,0%,0.35,3.25,42%,0.00,0%,0.0,0,1,0
http://ufcstats.com/fighter-details/81f38d1640c4e70d,"Aug 24, 1975",32%,26%,2.59,3.74,57%,1.23,60%,0.0,21,19,5
http://ufcstats.com/fighter-details/b71667c778b6d9e5,"Nov 21, 1966",20%,0%,0.16,2.95,26%,0.00,0%,7.0,30,11,1
http://ufcstats.com/fighter-details/3abe2b6b2d9b7efc,"Aug 10, 1999",0%,0%,0.00,0.00,0%,0.00,0%,0.0,12,4,0
http://ufcstats.com/fighter-details/2ce6541127b0e232,"Aug 08, 1976",50%,50%,0.18,1.83,52%,2.75,0%,0.0,2,6,0
http://ufcstats.com/fighter-details/a4dd5c9a75763295,"Feb 10, 1976",30%,0%,0.55,1.74,57%,0.00,0%,2.1,36,16,2
http://ufcstats.com/fighter-details/59e52d56bab2b1ee,"Sep 01, 1989",48%,12%,1.93,2.67,60%,1.00,0%,1.0,12,7,0
http://ufcstats.com/fighter-details/bb56173e2275e622,"Mar 24, 1999",33%,20%,1.65,4.19,33%,1.65,0%,0.0,12,5,0
http://ufcstats.com/fighter-details/f0a381ba65d2a933,--,0%,0%,0.00,0.00,0%,0.00,0%,0.0,1,0,0
http://ufcstats.com/fighter-details/37a6c95201592fea,"Jul 04, 1965",36%,0%,1.66,3.31,57%,0.00,0%,0.0,13,8,0
http://ufcstats.com/fighter-details/b5882371e2a3900d,"Aug 10, 1979",24%,0%,3.41,12.89,51%,0.00,66%,0.0,19,9,4
http://ufcstats.com/fighter-details/a61a0cd2829e5d4e,"Mar 18, 1980",44%,0%,2.54,3.32,61%,0.00,47%,0.0,23,10,0
http://ufcstats.com/fighter-details/1e75e6c9de99fa76,--,0%,0%,0.00,0.00,0%,0.00,0%,0.0,4,3,0
http://ufcstats.com/fighter-details/05a0556072931f01,"Dec 30, 1979",25%,75%,1.20,2.07,51%,3.59,0%,1.2,19,9,1
http://ufcstats.com/fighter-details/a47c2a6e24757932,"Jan 10, 1986",42%,30%,3.27,4.47,36%,4.00,33%,0.0,11,4,0
http://ufcstats.com/fighter-details/e9095aeb36f2aeb8,"Oct 22, 1989",36%,0%,1.93,5.78,40%,0.00,0%,0.0,10,3,0
http://ufcstats.com/fighter-details/82f5c81f4e3c3eb5,"Dec 29, 1978",41%,53%,1.46,1.13,61%,4.76,33%,0.7,20,8,1
http://ufcstats.com/fighter-details/c8a49ff2acb6f3c5,"Dec 19, 1986",36%,52%,1.41,1.58,63%,3.47,100%,1.6,15,8,1
http://ufcstats.com/fighter-details/119ebea97e914dcf,"Feb 08, 1967",28%,0%,1.07,8.57,11%,0.00,50%,0.0,0,2,0
http://ufcstats.com/fighter-details/eb89dc31949a1427,"Oct 12, 1979",29%,9%,1.20,4.07,60%,1.00,0%,0.0,29,24,3
http://ufcstats.com/fighter-details/f3155a94ca420126,"Aug 05, 1968",30%,18%,1.34,2.99,59%,2.74,0%,0.0,1,5,1
http://ufcstats.com/fighter-details/f647247f0d9f3b50,"Oct 07, 1996",39%,0%,3.40,3.13,55%,0.00,62%,1.0,17,9,1
http://ufcstats.com/fighter-details/ac5f67109accb482,"Feb 07, 1977",20%,0%,1.00,3.00,70%,0.00,0%,0.0,9,6,2
http://ufcstats.com/fighter-details/243b07fc65ccbb16,"Jun 20, 1969",100%,0%,0.79,8.68,38%,0.00,0%,0.0,0,1,0
http://ufcstats.com/fighter-details/5b08af4fbc987f9c,"Jul 07, 1997",33%,0%,1.99,7.08,32%,0.00,0%,0.0,9,2,0
http://ufcstats.com/fighter-details/53e4e21f4c688801,"Jun 22, 1982",37%,70%,1.95,2.65,66%,3.35,100%,0.5,4,2,0
http://ufcstats.com/fighter-details/56c5132870a526d5,--,0%,0%,0.00,0.00,0%,0.00,0%,0.0,4,3,0
http://ufcstats.com/fighter-details/ca8da445dfa82d56,"Oct 30, 1990",48%,0%,2.24,1.31,56%,0.00,0%,0.0,7,2,0
http://ufcstats.com/fighter-details/ba17afef01ed78b6,--,0%,0%,0.00,0.00,0%,0.00,0%,0.0,1,9,0
http://ufcstats.com/fighter-details/46f557bd44da630e,"Sep 28, 1993",44%,100%,0.88,3.94,51%,3.28,100%,0.0,6,1,1
http://ufcstats.com/fighter-details/a34fecf2f4e5a317,"May 29, 1978",42%,0%,1.33,2.67,28%,0.00,44%,0.0,14,8,1
http://ufcstats.com/fighter-details/c7b0081edfef4bc7,"Nov 04, 2002",41%,50%,2.53,4.13,51%,2.00,90%,0.0,7,2,0
http://ufcstats.com/fighter-details/8f7380fb0916dc77,"Sep 25, 1980",0%,0%,0.00,0.00,0%,0.00,0%,0.0,8,1,0
http://ufcstats.com/fighter-details/335ad945324c3a2e,"Aug 21, 1979",33%,28%,2.94,3.67,58%,2.79,38%,0.9,20,4,0
http://ufcstats.com/fighter-details/805ad1801eb26abb,"Aug 02, 1969",60%,0%,2.20,1.47,56%,0.00,25%,0.0,38,18,0
http://ufcstats.com/fighter-details/99d5cf1eda8b25c1,--,57%,0%,2.26,2.71,51%,0.00,66%,0.0,6,9,0
http://ufcstats.com/fighter-details/32e8e0e8498f03c2,--,0%,0%,0.00,0.00,0%,0.00,0%,0.0,1,4,0
http://ufcstats.com/fighter-details/0e8744ded08ee5fb,--,0%,0%,0.00,0.00,0%,0.00,0%,0.0,4,2,0
http://ufcstats.com/fighter-details/ccdcb20370be62a3,"Nov 14, 1992",45%,0%,3.10,4.46,34%,0.00,50%,0.0,10,3,0
http://ufcstats.com/fighter-details/5e841bb3752b6e86,"Feb 05, 1988",37%,68%,2.41,1.58,67%,7.23,100%,0.0,11,4,0
http://ufcstats.com/fighter-details/dae85a6a83f53215,"Jul 22, 1981",0%,0%,0.00,0.00,0%,0.00,0%,0.0,19,6,0
http://ufcstats.com/fighter-details/aec273fcb765330d,"Jul 20, 1979",0%,100%,0.00,0.92,60%,6.92,0%,6.9,4,11,2
http://ufcstats.com/fighter-details/59d36ddfcb27b7dc,--,0%,0%,0.00,0.00,0%,0.00,0%,0.0,8,12,1
http://ufcstats.com/fighter-details/1c02b964466c10e4,"Jan 16, 1999",65%,100%,14.22,2.43,82%,5.20,100%,0.0,11,0,0
http://ufcstats.com/fighter-details/a5c53b3ddb31cc7d,"Aug 04, 1963",0%,0%,0.00,0.00,0%,0.00,0%,0.0,0,1,0
http://ufcstats.com/fighter-details/4eccb78d628b2238,"Jul 10, 1988",50%,0%,2.00,10.00,0%,0.00,0%,0.0,36,11,0
http://ufcstats.com/fighter-details/c14a683dac2ebc4c,"Dec 09, 2000",44%,53%,2.70,2.53,48%,2.26,50%,0.0,17,4,0
http://ufcstats.com/fighter-details/22f4b6cb6b1bd7fd,--,0%,0%,0.00,0.00,0%,0.00,0%,0.0,1,1,1
http://ufcstats.com/fighter-details/443835675e8fc6ca,--,0%,0%,0.00,0.00,0%,0.00,0%,0.0,0,1,0
http://ufcstats.com/fighter-details/fa2fca260beeb9c0,--,25%,0%,1.83,6.30,36%,0.00,0%,0.0,10,6,0
http://ufcstats.com/fighter-details/3641a0d117e9bc6c,"May 02, 1983",92%,0%,4.00,3.67,22%,0.00,90%,0.0,7,2,0
http://ufcstats.com/fighter-details/bf97ad31eae89429,"Nov 15, 1970",41%,0%,2.27,6.67,43%,0.00,0%,0.0,6,9,0
http://ufcstats.com/fighter-details/a45bab49951a45cd,--,53%,22%,2.00,4.73,31%,2.00,0%,0.0,11,3,0
http://ufcstats.com/fighter-details/552b09cbf13b6328,"Nov 09, 1990",60%,100%,5.09,1.13,33%,8.49,100%,0.0,5,1,0
http://ufcstats.com/fighter-details/6ce9a012e4c6020c,"Jul 22, 1986",68%,0%,5.92,7.80,40%,0.00,0%,0.0,6,2,0
http://ufcstats.com/fighter-details/a6aa3157e1a1d104,"Sep 11, 1994",0%,0%,0.00,0.00,0%,0.00,0%,0.0,16,0,0
http://ufcstats.com/fighter-details/f54fb3b9c4228142,"Aug 21, 1970",0%,0%,0.00,0.00,0%,0.00,0%,0.0,0,1,0
http://ufcstats.com/fighter-details/f117c3e8c1aa7b9e,--,41%,50%,2.32,3.58,56%,4.02,57%,2.7,1,4,0
http://ufcstats.com/fighter-details/bc0f994de0521926,--,0%,0%,0.00,0.00,0%,0.00,0%,0.0,2,1,0
http://ufcstats.com/fighter-details/7b223a22a6c26868,"Jul 31, 1981",0%,0%,0.00,0.00,0%,0.00,0%,0.0,11,8,0
http://ufcstats.com/fighter-details/be8dfcf0442812b1,"Oct 26, 1983",0%,0%,0.00,0.00,0%,0.00,0%,0.0,7,5,0
http://ufcstats.com/fighter-details/329aff8e958a2997,--,0%,0%,0.00,0.00,0%,0.00,0%,0.0,4,4,0
http://ufcstats.com/fighter-details/04f0471f221db717,--,0%,0%,0.00,0.00,0%,0.00,0%,0.0,1,3,0
http://ufcstats.com/fighter-details/509319d35664369e,"Nov 16, 1981",0%,0%,0.00,0.00,0%,0.00,0%,0.0,10,5,0
http://ufcstats.com/fighter-details/8a9f54b9056b07f5,--,0%,0%,0.00,0.00,0%,0.00,0%,0.0,2,6,0
http://ufcstats.com/fighter-details/1dda22d0ac3d1271,"Jan 31, 1988",80%,0%,1.78,3.11,65%,0.00,0%,0.0,7,5,0
http://ufcstats.com/fighter-details/f1fd494586ab8d5f,"Apr 12, 1985",55%,0%,7.50,30.00,42%,0.00,0%,0.0,6,1,0
http://ufcstats.com/fighter-details/e947b563eb744a21,"Jul 17, 1991",0%,0%,0.00,0.00,0%,0.00,0%,0.0,0,0,0
http://ufcstats.com/fighter-details/08b01ed84044c6bc,"May 24, 1996",46%,0%,5.87,7.60,48%,0.00,33%,0.0,6,2,0
http://ufcstats.com/fighter-details/8ecb9f42da5ef5ac,"Sep 28, 1984",0%,0%,0.00,0.00,0%,0.00,0%,0.0,9,5,0
http://ufcstats.com/fighter-details/34ca93f1791a5c50,"Aug 16, 1989",52%,20%,2.60,2.87,55%,1.00,20%,1.0,5,0,0
http://ufcstats.com/fighter-details/91cd52cb92dfdd52,"Mar 13, 1997",49%,0%,7.32,2.44,54%,0.00,66%,1.4,9,3,0
http://ufcstats.com/fighter-details/35080a7f406f9ab3,"Jul 18, 1985",33%,33%,0.57,1.71,47%,0.78,0%,2.3,11,8,0
http://ufcstats.com/fighter-details/791367e8c35cfb6a,"Oct 14, 1985",53%,0%,3.28,5.63,47%,0.00,0%,0.0,5,0,0
http://ufcstats.com/fighter-details/97f3692d5444a80a,--,25%,100%,0.89,10.34,38%,4.43,66%,0.0,1,12,0
http://ufcstats.com/fighter-details/cd039ff136d89ded,"May 08, 1981",48%,33%,1.71,2.87,52%,2.69,50%,0.0,23,12,0
http://ufcstats.com/fighter-details/410898e8dd6ca9b6,"Jan 12, 1998",51%,0%,4.21,6.23,55%,0.00,25%,0.0,8,1,0
http://ufcstats.com/fighter-details/b35d1650c78c2948,"May 26, 1978",36%,75%,0.63,1.85,56%,1.10,0%,1.5,0,4,0
http://ufcstats.com/fighter-details/13104eaed3ae96c3,"Oct 27, 1985",9%,0%,0.53,2.79,63%,0.00,0%,2.0,4,8,0
http://ufcstats.com/fighter-details/b180f05acb24d430,--,67%,0%,4.40,0.53,50%,0.00,50%,0.0,1,2,0
http://ufcstats.com/fighter-details/00a35c92b03992b0,"Nov 04, 1984",37%,0%,0.85,4.93,36%,0.00,40%,0.0,16,1,0
http://ufcstats.com/fighter-details/0565706b1e7f7e7c,"Oct 16, 1995",42%,26%,3.73,4.72,54%,1.41,92%,0.0,15,7,0
http://ufcstats.com/fighter-details/9336e86cfd4ceaa1,--,60%,0%,9.47,12.63,0%,0.00,100%,0.0,12,20,1
http://ufcstats.com/fighter-details/a46ab6c64d321c2d,"Oct 25, 1998",0%,0%,0.00,0.00,0%,0.00,0%,0.0,4,0,0
http://ufcstats.com/fighter-details/a46fa1c7972548d0,"Apr 12, 1993",54%,15%,3.83,4.90,47%,1.50,0%,0.5,13,2,1
http://ufcstats.com/fighter-details/a497e228cce8a64f,"Apr 19, 1999",53%,27%,1.69,4.50,35%,5.07,100%,0.0,6,1,0
http://ufcstats.com/fighter-details/b42d3a1469dab722,"Dec 20, 1995",41%,18%,3.63,2.90,53%,2.00,100%,0.0,12,5,0
http://ufcstats.com/fighter-details/eda579d906cf0ca2,"Oct 05, 1970",22%,0%,0.76,4.39,40%,0.00,40%,0.4,19,27,5
http://ufcstats.com/fighter-details/5345f86680378fc1,"Oct 19, 1976",0%,0%,0.00,0.94,42%,0.00,0%,3.5,0,3,0
http://ufcstats.com/fighter-details/43292ecf0e72c143,"May 29, 1985",39%,50%,4.49,5.00,54%,1.41,33%,1.9,26,7,1
http://ufcstats.com/fighter-details/4a9120fa47bafef0,"Aug 12, 2001",50%,100%,0.21,7.37,25%,3.16,0%,6.3,4,2,0
http://ufcstats.com/fighter-details/542db012217ecb83,"Dec 05, 1977",29%,57%,1.20,2.10,70%,2.00,80%,0.5,20,10,0
http://ufcstats.com/fighter-details/ebf1c247b2cba375,"Sep 17, 1982",48%,100%,2.80,1.72,68%,1.62,0%,0.0,8,2,0
http://ufcstats.com/fighter-details/fa2320781bfe4f49,"Aug 14, 1980",47%,0%,2.87,3.93,50%,0.00,72%,0.0,18,12,0
http://ufcstats.com/fighter-details/58d42b9e920b25fc,"Aug 26, 1997",51%,0%,2.83,4.59,36%,0.00,100%,0.0,6,2,0
http://ufcstats.com/fighter-details/9e91d7fd2720e241,"Jun 29, 1981",16%,0%,0.60,3.93,39%,0.00,6%,0.0,18,9,4
http://ufcstats.com/fighter-details/49f4171f14f54220,"Jan 30, 1995",41%,55%,2.54,3.79,41%,11.67,100%,0.0,10,4,0
http://ufcstats.com/fighter-details/547c5611bd366988,--,0%,0%,0.00,0.00,0%,0.00,0%,0.0,0,0,0
http://ufcstats.com/fighter-details/a72b20136239ba39,"Jun 15, 1985",0%,0%,0.00,0.00,0%,0.00,0%,0.0,6,2,0
http://ufcstats.com/fighter-details/c788481ae19e798d,"Jul 07, 1981",22%,0%,1.94,2.90,62%,0.00,0%,0.0,7,1,0
http://ufcstats.com/fighter-details/ace83095105dd205,"Aug 02, 1978",0%,0%,0.00,0.00,0%,0.00,0%,0.0,5,4,0
http://ufcstats.com/fighter-details/9b8a73b59be8d786,--,0%,0%,0.00,0.00,0%,0.00,0%,0.0,6,2,0
http://ufcstats.com/fighter-details/772022b989534f0d,"Mar 18, 1991",52%,33%,1.47,1.67,37%,1.00,84%,0.0,26,11,0
http://ufcstats.com/fighter-details/c1e4ae143cce7398,--,16%,0%,1.26,8.21,31%,0.00,0%,0.0,11,22,0
http://ufcstats.com/fighter-details/ef61d9f5176b3200,"Oct 21, 1982",42%,0%,1.91,6.22,33%,0.00,0%,14.3,9,3,0
http://ufcstats.com/fighter-details/b84f34b425dfd24b,"Apr 17, 1980",0%,0%,0.00,2.05,60%,0.00,100%,7.7,11,9,0
http://ufcstats.com/fighter-details/1aba18b5f15d4956,"Apr 16, 1984",0%,0%,0.00,0.00,0%,0.00,0%,0.0,6,0,0
http://ufcstats.com/fighter-details/0693b2eab79198ea,"Aug 18, 1980",44%,53%,3.90,3.03,54%,1.16,70%,1.0,26,6,0
http://ufcstats.com/fighter-details/3929efe0c0a83d07,"Jul 17, 1988",42%,25%,6.14,6.38,40%,3.54,0%,0.0,8,3,0
http://ufcstats.com/fighter-details/a072b512b6f4fc42,"Sep 25, 1993",61%,0%,2.60,2.80,61%,0.00,85%,0.0,21,7,0
http://ufcstats.com/fighter-details/4bbd1e5c77ef3c2f,"Apr 15, 1992",38%,14%,2.80,2.60,38%,2.00,100%,0.0,10,0,0
http://ufcstats.com/fighter-details/aaeb55084b198a39,"Feb 11, 1991",50%,20%,6.73,4.21,55%,0.73,50%,0.0,18,9,0
http://ufcstats.com/fighter-details/9c37681096c6f3a9,"Jul 23, 1978",56%,40%,3.67,0.40,14%,2.00,100%,0.0,16,4,0
http://ufcstats.com/fighter-details/8d04923f2db59b7f,"Dec 12, 1979",25%,0%,5.06,8.43,50%,0.00,66%,0.0,0,4,0
http://ufcstats.com/fighter-details/354808cf38d9d73c,"Nov 01, 1979",32%,42%,1.75,2.51,36%,3.43,0%,0.0,11,7,0
http://ufcstats.com/fighter-details/380e8b023290d091,--,0%,0%,0.00,0.00,0%,0.00,0%,0.0,13,23,0
http://ufcstats.com/fighter-details/9e0f28d1f639ad73,"Nov 20, 1976",15%,100%,0.84,3.28,63%,2.81,0%,0.0,0,1,0
http://ufcstats.com/fighter-details/831b937811804dad,"Jan 22, 1975",100%,0%,0.87,3.48,20%,0.00,0%,0.0,3,7,0
http://ufcstats.com/fighter-details/dba230fe33011201,"Mar 03, 1978",21%,0%,1.33,3.00,60%,0.00,0%,0.0,23,11,3
http://ufcstats.com/fighter-details/6343a95f1d9e6a33,"Jul 21, 1993",0%,0%,0.00,0.00,0%,0.00,0%,0.0,10,2,0
http://ufcstats.com/fighter-details/2bc47c7cc6c05bd7,"Jun 19, 1990",42%,0%,5.79,5.68,52%,0.00,50%,1.7,13,6,0
http://ufcstats.com/fighter-details/5a9f7b5ffebdd6e7,"Jan 29, 1992",46%,40%,6.77,6.32,63%,3.87,100%,0.0,11,4,0
http://ufcstats.com/fighter-details/e9712cad24948ce1,"Sep 01, 1993",57%,25%,3.18,3.73,58%,0.69,72%,0.0,10,6,1
http://ufcstats.com/fighter-details/e7ecfab8fd86d3e1,"Nov 05, 1992",53%,0%,1.53,0.87,69%,0.00,33%,0.0,12,6,0
http://ufcstats.com/fighter-details/864c07a7ff90caae,"May 25, 1997",0%,0%,0.00,0.00,0%,0.00,0%,0.0,8,1,0
http://ufcstats.com/fighter-details/c7ac79839e86ce33,"Jul 08, 1970",60%,0%,2.71,1.33,52%,0.00,55%,0.0,6,3,0
http://ufcstats.com/fighter-details/51d2aaaca56e5b40,"Jul 29, 1976",87%,0%,4.88,0.00,0%,0.00,50%,0.0,5,4,0
http://ufcstats.com/fighter-details/e2ac5bb645f33088,"Feb 04, 1980",33%,10%,0.68,2.15,45%,0.62,27%,2.1,40,14,9
http://ufcstats.com/fighter-details/e065b4a42a6c2c79,"Aug 15, 1992",59%,85%,4.47,3.23,66%,2.72,74%,0.0,9,5,0
http://ufcstats.com/fighter-details/8ad022dd81224f61,"Jul 25, 1973",33%,25%,2.55,2.42,40%,0.98,90%,0.0,8,4,0
http://ufcstats.com/fighter-details/bc3876891e155bb5,--,50%,0%,0.82,3.84,58%,0.00,0%,0.0,6,1,0
http://ufcstats.com/fighter-details/8276f28f1ad087de,--,0%,0%,0.00,0.00,0%,0.00,0%,0.0,7,0,0
http://ufcstats.com/fighter-details/02f0e04acf102ea9,"Feb 27, 1984",0%,0%,0.00,0.00,0%,0.00,0%,0.0,18,22,3
http://ufcstats.com/fighter-details/1fac46d466abd5b8,"Jul 05, 1984",0%,0%,0.00,15.56,22%,0.00,100%,0.0,12,7,1
http://ufcstats.com/fighter-details/a02652d063ef5baa,"Oct 28, 1988",33%,100%,1.01,1.66,45%,2.17,100%,0.0,21,4,4
http://ufcstats.com/fighter-details/c398235fcaf8d71d,"Feb 25, 1983",21%,11%,2.33,4.11,59%,1.67,0%,0.0,19,3,1
http://ufcstats.com/fighter-details/6d8ef8706781c49e,--,0%,0%,0.00,0.00,0%,0.00,0%,0.0,4,1,0
http://ufcstats.com/fighter-details/44c233770075cea1,--,0%,0%,0.00,0.00,0%,0.00,0%,0.0,1,0,0
http://ufcstats.com/fighter-details/5717efc6f271cd52,"Jul 16, 1976",33%,0%,0.81,4.31,46%,0.00,0%,4.0,8,4,1
http://ufcstats.com/fighter-details/33de378ce1734638,"Oct 17, 1992",45%,60%,1.12,4.49,42%,10.11,0%,0.0,10,1,0
http://ufcstats.com/fighter-details/dd39f1ca787a3d9d,"Jul 16, 1965",66%,0%,0.33,4.31,40%,0.00,0%,0.0,6,11,0
http://ufcstats.com/fighter-details/000774e57404d8c7,"Feb 01, 1998",44%,50%,3.92,3.38,42%,6.88,33%,0.6,8,3,0
http://ufcstats.com/fighter-details/aee885b8ca29ab4f,"Aug 23, 1990",39%,53%,2.84,1.92,63%,4.80,0%,0.0,19,2,0
http://ufcstats.com/fighter-details/a68d57ae177a5815,--,40%,100%,3.94,4.38,44%,6.57,100%,6.6,1,2,0
http://ufcstats.com/fighter-details/c6becb722706c7d8,"Dec 21, 1969",38%,0%,0.67,4.92,15%,0.00,25%,0.0,7,4,1
http://ufcstats.com/fighter-details/8fbcd82bf7f352bf,"May 09, 1981",22%,25%,1.47,4.87,44%,1.00,0%,0.0,12,16,0
http://ufcstats.com/fighter-details/ad0e42800a0d8977,"Mar 29, 1977",0%,0%,0.00,0.00,0%,0.00,0%,0.0,3,1,1
http://ufcstats.com/fighter-details/fc36e2352dccf2a4,--,39%,100%,3.90,4.36,50%,2.34,100%,0.0,8,0,0
http://ufcstats.com/fighter-details/db05271715bb4874,"Jan 03, 1970",100%,0%,0.82,2.47,60%,0.00,66%,4.1,5,1,0
http://ufcstats.com/fighter-details/6071d786f6187810,"May 08, 1974",0%,0%,0.00,0.00,0%,0.00,0%,0.0,5,0,0
http://ufcstats.com/fighter-details/ab16537dd1e5e81d,"Oct 04, 1989",45%,100%,0.93,3.40,39%,4.00,0%,2.0,8,1,0
